##  x0,x1,y
0.95,1.75,0.476
0.95,1.95,0.6346
0.95,2.15,0.8242
0.95,2.35,1.0359
0.95,2.55,1.2496
0.95,2.75,1.4384
0.95,2.95,1.5791
0.95,3.15,1.6645
0.95,3.35,1.705
0.95,3.55,1.7207
0.95,3.75,1.7326
0.95,3.95,1.7568
0.95,4.15,1.8031
0.95,4.35,1.8743
0.95,4.55,1.9655
0.95,4.75,2.0618
0.95,4.95,2.1384
0.95,5.15,2.1661
0.95,5.35,2.1235
0.95,5.55,2.0094
0.95,5.75,1.8426
0.95,5.95,1.6511
0.95,6.15,1.4591
1.15,-0.25,-0.0576
1.15,-0.05,-0.0488
1.15,0.15,-0.0374
1.15,0.35,-0.0226
1.15,0.55,-0.0036
1.15,0.75,0.0212
1.15,0.95,0.0533
1.15,1.15,0.0952
1.15,1.35,0.1496
1.15,1.55,0.2197
1.15,1.75,0.309
1.15,1.95,0.4196
1.15,2.15,0.5503
1.15,2.35,0.6943
1.15,2.55,0.8372
1.15,2.75,0.9603
1.15,2.95,1.0488
1.15,3.15,1.0993
1.15,3.35,1.1206
1.15,3.55,1.1284
1.15,3.75,1.1381
1.15,3.95,1.1621
1.15,4.15,1.2084
1.15,4.35,1.2805
1.15,4.55,1.3761
1.15,4.75,1.4853
1.15,4.95,1.5885
1.15,5.15,1.6599
1.15,5.35,1.6771
1.15,5.55,1.6323
1.15,5.75,1.5357
1.15,5.95,1.4079
1.15,6.15,1.2694
1.35,-0.25,-0.0704
1.35,-0.05,-0.0642
1.35,0.15,-0.0561
1.35,0.35,-0.0456
1.35,0.55,-0.0319
1.35,0.75,-0.0142
1.35,0.95,0.0088
1.35,1.15,0.0386
1.35,1.35,0.077
1.35,1.55,0.1263
1.35,1.75,0.1883
1.35,1.95,0.2641
1.35,2.15,0.3522
1.35,2.35,0.4472
1.35,2.55,0.5389
1.35,2.75,0.6146
1.35,2.95,0.6653
1.35,3.15,0.6905
1.35,3.35,0.698
1.35,3.55,0.7
1.35,3.75,0.7081
1.35,3.95,0.7319
1.35,4.15,0.7782
1.35,4.35,0.851
1.35,4.55,0.9499
1.35,4.75,1.0683
1.35,4.95,1.1907
1.35,5.15,1.2938
1.35,5.35,1.3542
1.35,5.55,1.3596
1.35,5.75,1.3137
1.35,5.95,1.232
1.35,6.15,1.1323
1.55,-0.25,-0.0793
1.55,-0.05,-0.0749
1.55,0.15,-0.0691
1.55,0.35,-0.0615
1.55,0.55,-0.0517
1.55,0.75,-0.0388
1.55,0.95,-0.0222
1.55,1.15,-0.0008
1.55,1.35,0.0266
1.55,1.55,0.0613
1.55,1.75,0.1043
1.55,1.95,0.1559
1.55,2.15,0.2144
1.55,2.35,0.2754
1.55,2.55,0.3314
1.55,2.75,0.3741
1.55,2.95,0.3986
1.55,3.15,0.4062
1.55,3.35,0.4041
1.55,3.55,0.402
1.55,3.75,0.4091
1.55,3.95,0.4328
1.55,4.15,0.4791
1.55,4.35,0.5523
1.55,4.55,0.6535
1.55,4.75,0.7784
1.55,4.95,0.9141
1.55,5.15,1.0391
1.55,5.35,1.1296
1.55,5.55,1.1699
1.55,5.75,1.1594
1.55,5.95,1.1097
1.55,6.15,1.0369
1.75,-0.25,-0.0852
1.75,-0.05,-0.082
1.75,0.15,-0.0777
1.75,0.35,-0.0721
1.75,0.55,-0.0647
1.75,0.75,-0.0551
1.75,0.95,-0.0427
1.75,1.15,-0.0269
1.75,1.35,-0.0068
1.75,1.55,0.0183
1.75,1.75,0.0488
1.75,1.95,0.0844
1.75,2.15,0.1233
1.75,2.35,0.1618
1.75,2.55,0.1942
1.75,2.75,0.2151
1.75,2.95,0.2221
1.75,3.15,0.2181
1.75,3.35,0.2097
1.75,3.55,0.2049
1.75,3.75,0.2112
1.75,3.95,0.2349
1.75,4.15,0.2812
1.75,4.35,0.3546
1.75,4.55,0.4573
1.75,4.75,0.5865
1.75,4.95,0.7311
1.75,5.15,0.8707
1.75,5.35,0.9811
1.75,5.55,1.0444
1.75,5.75,1.0572
1.75,5.95,1.0288
1.75,6.15,0.9739
1.95,-0.25,-0.0888
1.95,-0.05,-0.0864
1.95,0.15,-0.0831
1.95,0.35,-0.0786
1.95,0.55,-0.0728
1.95,0.75,-0.0652
1.95,0.95,-0.0554
1.95,1.15,-0.043
1.95,1.35,-0.0274
1.95,1.55,-0.0083
1.95,1.75,0.0144
1.95,1.95,0.0401
1.95,2.15,0.0668
1.95,2.35,0.0914
1.95,2.55,0.1092
1.95,2.75,0.1165
1.95,2.95,0.1128
1.95,3.15,0.1016
1.95,3.35,0.0892
1.95,3.55,0.0828
1.95,3.75,0.0887
1.95,3.95,0.1123
1.95,4.15,0.1586
1.95,4.35,0.2322
1.95,4.55,0.3359
1.95,4.75,0.4677
1.95,4.95,0.6177
1.95,5.15,0.7664
1.95,5.35,0.889
1.95,5.55,0.9667
1.95,5.75,0.994
1.95,5.95,0.9787
1.95,6.15,0.9348
2.15,-0.25,-0.0909
2.15,-0.05,-0.0889
2.15,0.15,-0.0861
2.15,0.35,-0.0823
2.15,0.55,-0.0774
2.15,0.75,-0.0709
2.15,0.95,-0.0626
2.15,1.15,-0.0521
2.15,1.35,-0.0391
2.15,1.55,-0.0234
2.15,1.75,-0.0051
2.15,1.95,0.015
2.15,2.15,0.0349
2.15,2.35,0.0515
2.15,2.55,0.0611
2.15,2.75,0.0608
2.15,2.95,0.051
2.15,3.15,0.0357
2.15,3.35,0.0211
2.15,3.55,0.0138
2.15,3.75,0.0194
2.15,3.95,0.0429
2.15,4.15,0.0893
2.15,4.35,0.163
2.15,4.55,0.2671
2.15,4.75,0.4005
2.15,4.95,0.5536
2.15,5.15,0.7073
2.15,5.35,0.837
2.15,5.55,0.9227
2.15,5.75,0.9582
2.15,5.95,0.9503
2.15,6.15,0.9127
2.35,-0.25,-0.0919
2.35,-0.05,-0.0901
2.35,0.15,-0.0876
2.35,0.35,-0.0842
2.35,0.55,-0.0796
2.35,0.75,-0.0737
2.35,0.95,-0.0662
2.35,1.15,-0.0566
2.35,1.35,-0.0449
2.35,1.55,-0.0309
2.35,1.75,-0.0147
2.35,1.95,0.0026
2.35,2.15,0.0191
2.35,2.35,0.0318
2.35,2.55,0.0373
2.35,2.75,0.0332
2.35,2.95,0.0204
2.35,3.15,0.003
2.35,3.35,-0.0126
2.35,3.55,-0.0204
2.35,3.75,-0.015
2.35,3.95,0.0086
2.35,4.15,0.0549
2.35,4.35,0.1287
2.35,4.55,0.2331
2.35,4.75,0.3672
2.35,4.95,0.5218
2.35,5.15,0.6781
2.35,5.35,0.8112
2.35,5.55,0.901
2.35,5.75,0.9405
2.35,5.95,0.9363
2.35,6.15,0.9017
2.55,-0.25,-0.0923
2.55,-0.05,-0.0906
2.55,0.15,-0.0882
2.55,0.35,-0.0849
2.55,0.55,-0.0805
2.55,0.75,-0.0749
2.55,0.95,-0.0676
2.55,1.15,-0.0584
2.55,1.35,-0.0472
2.55,1.55,-0.0338
2.55,1.75,-0.0186
2.55,1.95,-0.0024
2.55,2.15,0.0128
2.55,2.35,0.0239
2.55,2.55,0.0277
2.55,2.75,0.0221
2.55,2.95,0.0081
2.55,3.15,-0.01
2.55,3.35,-0.0261
2.55,3.55,-0.0341
2.55,3.75,-0.0287
2.55,3.95,-0.0052
2.55,4.15,0.0412
2.55,4.35,0.115
2.55,4.55,0.2195
2.55,4.75,0.3538
2.55,4.95,0.5091
2.55,5.15,0.6664
2.55,5.35,0.8009
2.55,5.55,0.8922
2.55,5.75,0.9334
2.55,5.95,0.9307
2.55,6.15,0.8973
2.75,-0.25,-0.0924
2.75,-0.05,-0.0907
2.75,0.15,-0.0884
2.75,0.35,-0.0851
2.75,0.55,-0.0808
2.75,0.75,-0.0752
2.75,0.95,-0.068
2.75,1.15,-0.0589
2.75,1.35,-0.0478
2.75,1.55,-0.0346
2.75,1.75,-0.0196
2.75,1.95,-0.0037
2.75,2.15,0.011
2.75,2.35,0.0218
2.75,2.55,0.0252
2.75,2.75,0.0192
2.75,2.95,0.0048
2.75,3.15,-0.0136
2.75,3.35,-0.0298
2.75,3.55,-0.0378
2.75,3.75,-0.0324
2.75,3.95,-0.0089
2.75,4.15,0.0375
2.75,4.35,0.1113
2.75,4.55,0.2158
2.75,4.75,0.3502
2.75,4.95,0.5057
2.75,5.15,0.6632
2.75,5.35,0.7981
2.75,5.55,0.8899
2.75,5.75,0.9315
2.75,5.95,0.9292
2.75,6.15,0.8961
2.95,-0.25,-0.0924
2.95,-0.05,-0.0907
2.95,0.15,-0.0884
2.95,0.35,-0.0851
2.95,0.55,-0.0808
2.95,0.75,-0.0752
2.95,0.95,-0.068
2.95,1.15,-0.059
2.95,1.35,-0.0479
2.95,1.55,-0.0347
2.95,1.75,-0.0197
2.95,1.95,-0.0039
2.95,2.15,0.0109
2.95,2.35,0.0216
2.95,2.55,0.0249
2.95,2.75,0.0188
2.95,2.95,0.0044
2.95,3.15,-0.0139
2.95,3.35,-0.0302
2.95,3.55,-0.0382
2.95,3.75,-0.0328
2.95,3.95,-0.0093
2.95,4.15,0.0371
2.95,4.35,0.1109
2.95,4.55,0.2154
2.95,4.75,0.3499
2.95,4.95,0.5053
2.95,5.15,0.6629
2.95,5.35,0.7978
2.95,5.55,0.8896
2.95,5.75,0.9313
2.95,5.95,0.929
2.95,6.15,0.896
3.15,-0.25,-0.0924
3.15,-0.05,-0.0907
3.15,0.15,-0.0884
3.15,0.35,-0.0851
3.15,0.55,-0.0808
3.15,0.75,-0.0752
3.15,0.95,-0.068
3.15,1.15,-0.059
3.15,1.35,-0.0479
3.15,1.55,-0.0347
3.15,1.75,-0.0197
3.15,1.95,-0.0039
3.15,2.15,0.0109
3.15,2.35,0.0216
3.15,2.55,0.0249
3.15,2.75,0.0189
3.15,2.95,0.0045
3.15,3.15,-0.0139
3.15,3.35,-0.0301
3.15,3.55,-0.0382
3.15,3.75,-0.0327
3.15,3.95,-0.0092
3.15,4.15,0.0371
3.15,4.35,0.1109
3.15,4.55,0.2155
3.15,4.75,0.3499
3.15,4.95,0.5054
3.15,5.15,0.6629
3.15,5.35,0.7978
3.15,5.55,0.8897
3.15,5.75,0.9313
3.15,5.95,0.929
3.15,6.15,0.896
3.35,-0.25,-0.0924
3.35,-0.05,-0.0907
3.35,0.15,-0.0883
3.35,0.35,-0.085
3.35,0.55,-0.0807
3.35,0.75,-0.0751
3.35,0.95,-0.0679
3.35,1.15,-0.0588
3.35,1.35,-0.0477
3.35,1.55,-0.0344
3.35,1.75,-0.0193
3.35,1.95,-0.0033
3.35,2.15,0.0116
3.35,2.35,0.0224
3.35,2.55,0.0259
3.35,2.75,0.02
3.35,2.95,0.0058
3.35,3.15,-0.0125
3.35,3.35,-0.0287
3.35,3.55,-0.0367
3.35,3.75,-0.0313
3.35,3.95,-0.0078
3.35,4.15,0.0386
3.35,4.35,0.1124
3.35,4.55,0.2169
3.35,4.75,0.3513
3.35,4.95,0.5067
3.35,5.15,0.6642
3.35,5.35,0.7989
3.35,5.55,0.8906
3.35,5.75,0.932
3.35,5.95,0.9296
3.35,6.15,0.8965
3.55,-0.25,-0.0922
3.55,-0.05,-0.0904
3.55,0.15,-0.088
3.55,0.35,-0.0846
3.55,0.55,-0.0802
3.55,0.75,-0.0744
3.55,0.95,-0.0671
3.55,1.15,-0.0578
3.55,1.35,-0.0464
3.55,1.55,-0.0327
3.55,1.75,-0.0172
3.55,1.95,-0.0006
3.55,2.15,0.0151
3.55,2.35,0.0268
3.55,2.55,0.0312
3.55,2.75,0.0262
3.55,2.95,0.0126
3.55,3.15,-0.0052
3.55,3.35,-0.0212
3.55,3.55,-0.0291
3.55,3.75,-0.0237
3.55,3.95,-0.0001
3.55,4.15,0.0462
3.55,4.35,0.12
3.55,4.55,0.2245
3.55,4.75,0.3587
3.55,4.95,0.5138
3.55,5.15,0.6707
3.55,5.35,0.8047
3.55,5.55,0.8954
3.55,5.75,0.936
3.55,5.95,0.9327
3.55,6.15,0.8989
3.75,-0.25,-0.0915
3.75,-0.05,-0.0896
3.75,0.15,-0.087
3.75,0.35,-0.0834
3.75,0.55,-0.0787
3.75,0.75,-0.0726
3.75,0.95,-0.0647
3.75,1.15,-0.0548
3.75,1.35,-0.0426
3.75,1.55,-0.0279
3.75,1.75,-0.0109
3.75,1.95,0.0075
3.75,2.15,0.0254
3.75,2.35,0.0397
3.75,2.55,0.0468
3.75,2.75,0.0443
3.75,2.95,0.0327
3.75,3.15,0.0161
3.75,3.35,0.0009
3.75,3.55,-0.0067
3.75,3.75,-0.0012
3.75,3.95,0.0224
3.75,4.15,0.0687
3.75,4.35,0.1425
3.75,4.55,0.2468
3.75,4.75,0.3805
3.75,4.95,0.5346
3.75,5.15,0.6898
3.75,5.35,0.8215
3.75,5.55,0.9097
3.75,5.75,0.9476
3.75,5.95,0.9419
3.75,6.15,0.9061
3.95,-0.25,-0.09
3.95,-0.05,-0.0878
3.95,0.15,-0.0848
3.95,0.35,-0.0808
3.95,0.55,-0.0754
3.95,0.75,-0.0685
3.95,0.95,-0.0596
3.95,1.15,-0.0483
3.95,1.35,-0.0342
3.95,1.55,-0.017
3.95,1.75,0.0031
3.95,1.95,0.0256
3.95,2.15,0.0484
3.95,2.35,0.0683
3.95,2.55,0.0814
3.95,2.75,0.0843
3.95,2.95,0.0771
3.95,3.15,0.0635
3.95,3.35,0.0498
3.95,3.55,0.0429
3.95,3.75,0.0486
3.95,3.95,0.0722
3.95,4.15,0.1185
3.95,4.35,0.1922
3.95,4.55,0.2961
3.95,4.75,0.4288
3.95,4.95,0.5806
3.95,5.15,0.7322
3.95,5.35,0.8589
3.95,5.55,0.9413
3.95,5.75,0.9733
3.95,5.95,0.9623
3.95,6.15,0.922
4.15,-0.25,-0.0872
4.15,-0.05,-0.0845
4.15,0.15,-0.0808
4.15,0.35,-0.0758
4.15,0.55,-0.0693
4.15,0.75,-0.0608
4.15,0.95,-0.0499
4.15,1.15,-0.036
4.15,1.35,-0.0184
4.15,1.55,0.0033
4.15,1.75,0.0294
4.15,1.95,0.0593
4.15,2.15,0.0914
4.15,2.35,0.122
4.15,2.55,0.1462
4.15,2.75,0.1594
4.15,2.95,0.1604
4.15,3.15,0.1523
4.15,3.35,0.1417
4.15,3.55,0.136
4.15,3.75,0.142
4.15,3.95,0.1656
4.15,4.15,0.212
4.15,4.35,0.2855
4.15,4.55,0.3887
4.15,4.75,0.5194
4.15,4.95,0.6671
4.15,5.15,0.8118
4.15,5.35,0.9291
4.15,5.55,1.0005
4.15,5.75,1.0215
4.15,5.95,1.0005
4.15,6.15,0.9518
4.35,-0.25,-0.0825
4.35,-0.05,-0.0788
4.35,0.15,-0.0739
4.35,0.35,-0.0674
4.35,0.55,-0.0589
4.35,0.75,-0.0479
4.35,0.95,-0.0336
4.35,1.15,-0.0153
4.35,1.35,0.0081
4.35,1.55,0.0374
4.35,1.75,0.0735
4.35,1.95,0.1162
4.35,2.15,0.1638
4.35,2.35,0.2123
4.35,2.55,0.2552
4.35,2.75,0.2858
4.35,2.95,0.3006
4.35,3.15,0.3017
4.35,3.35,0.2962
4.35,3.55,0.2926
4.35,3.75,0.2992
4.35,3.95,0.3229
4.35,4.15,0.3692
4.35,4.35,0.4425
4.35,4.55,0.5446
4.35,4.75,0.6718
4.35,4.95,0.8125
4.35,5.15,0.9456
4.35,5.35,1.0471
4.35,5.55,1.1002
4.35,5.75,1.1027
4.35,5.95,1.0648
4.35,6.15,1.0019
4.55,-0.25,-0.0753
4.55,-0.05,-0.0701
4.55,0.15,-0.0632
4.55,0.35,-0.0543
4.55,0.55,-0.0428
4.55,0.75,-0.0277
4.55,0.95,-0.0082
4.55,1.15,0.017
4.55,1.35,0.0494
4.55,1.55,0.0907
4.55,1.75,0.1423
4.55,1.95,0.2048
4.55,2.15,0.2767
4.55,2.35,0.3531
4.55,2.55,0.4252
4.55,2.75,0.4828
4.55,2.95,0.5191
4.55,3.15,0.5346
4.55,3.35,0.5369
4.55,3.55,0.5366
4.55,3.75,0.5442
4.55,3.95,0.5679
4.55,4.15,0.6143
4.55,4.35,0.6872
4.55,4.55,0.7874
4.55,4.75,0.9094
4.55,4.95,1.0391
4.55,5.15,1.1542
4.55,5.35,1.2311
4.55,5.55,1.2556
4.55,5.75,1.2291
4.55,5.95,1.165
4.55,6.15,1.08
4.75,-0.25,-0.0645
4.75,-0.05,-0.0571
4.75,0.15,-0.0475
4.75,0.35,-0.0351
4.75,0.55,-0.019
4.75,0.75,0.002
4.75,0.95,0.0291
4.75,1.15,0.0645
4.75,1.35,0.1102
4.75,1.55,0.169
4.75,1.75,0.2435
4.75,1.95,0.3352
4.75,2.15,0.4428
4.75,2.35,0.5602
4.75,2.55,0.6753
4.75,2.75,0.7727
4.75,2.95,0.8407
4.75,3.15,0.8774
4.75,3.35,0.8913
4.75,3.55,0.8959
4.75,3.75,0.9047
4.75,3.95,0.9286
4.75,4.15,0.9749
4.75,4.35,1.0474
4.75,4.55,1.1448
4.75,4.75,1.259
4.75,4.95,1.3726
4.75,5.15,1.4612
4.75,5.35,1.5018
4.75,5.55,1.4843
4.75,5.75,1.4152
4.75,5.95,1.3125
4.75,6.15,1.195
4.95,-0.25,-0.0494
4.95,-0.05,-0.0389
4.95,0.15,-0.0254
4.95,0.35,-0.008
4.95,0.55,0.0145
4.95,0.75,0.0437
4.95,0.95,0.0818
4.95,1.15,0.1313
4.95,1.35,0.1958
4.95,1.55,0.2794
4.95,1.75,0.3861
4.95,1.95,0.5188
4.95,2.15,0.6768
4.95,2.35,0.852
4.95,2.55,1.0276
4.95,2.75,1.181
4.95,2.95,1.2936
4.95,3.15,1.3602
4.95,3.35,1.3904
4.95,3.55,1.4018
4.95,3.75,1.4125
4.95,3.95,1.4366
4.95,4.15,1.4829
4.95,4.35,1.5546
4.95,4.55,1.6482
4.95,4.75,1.7514
4.95,4.95,1.8423
4.95,5.15,1.8936
4.95,5.35,1.8832
4.95,5.55,1.8064
4.95,5.75,1.6774
4.95,5.95,1.5202
4.95,6.15,1.357
5.15,-0.25,-0.0289
5.15,-0.05,-0.0142
5.15,0.15,0.0047
5.15,0.35,0.0288
5.15,0.55,0.0601
5.15,0.75,0.1006
5.15,0.95,0.1533
5.15,1.15,0.2223
5.15,1.35,0.3123
5.15,1.55,0.4295
5.15,1.75,0.58
5.15,1.95,0.7686
5.15,2.15,0.9949
5.15,2.35,1.2487
5.15,2.55,1.5066
5.15,2.75,1.7363
5.15,2.95,1.9096
5.15,3.15,2.0168
5.15,3.35,2.0691
5.15,3.55,2.0898
5.15,3.75,2.1031
5.15,3.95,2.1275
5.15,4.15,2.1737
5.15,4.35,2.2444
5.15,4.55,2.3328
5.15,4.75,2.4211
5.15,4.95,2.4811
5.15,5.15,2.4816
5.15,5.35,2.4018
5.15,5.55,2.2444
5.15,5.75,2.0339
5.15,5.95,1.8026
5.15,6.15,1.5772
5.35,-0.25,-0.0017
5.35,-0.05,0.0185
5.35,0.15,0.0444
5.35,0.35,0.0775
5.35,0.55,0.1203
5.35,0.75,0.1757
5.35,0.95,0.2479
5.35,1.15,0.3424
5.35,1.35,0.4663
5.35,1.55,0.6278
5.35,1.75,0.8363
5.35,1.95,1.0987
5.35,2.15,1.4154
5.35,2.35,1.7731
5.35,2.55,2.1398
5.35,2.75,2.4702
5.35,2.95,2.7237
5.35,3.15,2.8846
5.35,3.35,2.9661
5.35,3.55,2.9991
5.35,3.75,3.0158
5.35,3.95,3.0405
5.35,4.15,3.0867
5.35,4.35,3.1561
5.35,4.55,3.2376
5.35,4.75,3.3061
5.35,4.95,3.3254
5.35,5.15,3.2587
5.35,5.35,3.0872
5.35,5.55,2.8233
5.35,5.75,2.505
5.35,5.95,2.1759
5.35,6.15,1.8683
5.55,-0.25,0.0333
5.55,-0.05,0.0608
5.55,0.15,0.0957
5.55,0.35,0.1404
5.55,0.55,0.198
5.55,0.75,0.2726
5.55,0.95,0.37
5.55,1.15,0.4975
5.55,1.35,0.6649
5.55,1.55,0.8839
5.55,1.75,1.167
5.55,1.95,1.5247
5.55,2.15,1.9582
5.55,2.35,2.4499
5.55,2.55,2.957
5.55,2.75,3.4174
5.55,2.95,3.7745
5.55,3.15,4.0045
5.55,3.35,4.1239
5.55,3.55,4.1728
5.55,3.75,4.1938
5.55,3.95,4.219
5.55,4.15,4.2651
5.55,4.35,4.3328
5.55,4.55,4.4053
5.55,4.75,4.4484
5.55,4.95,4.4151
5.55,5.15,4.2617
5.55,5.35,3.9718
5.55,5.55,3.5705
5.55,5.75,3.1131
5.55,5.95,2.6577
5.55,6.15,2.244
5.75,-0.25,0.0777
5.75,-0.05,0.1142
5.75,0.15,0.1606
5.75,0.35,0.2199
5.75,0.55,0.2963
5.75,0.75,0.3953
5.75,0.95,0.5244
5.75,1.15,0.6938
5.75,1.35,0.9163
5.75,1.55,1.2078
5.75,1.75,1.5855
5.75,1.95,2.0637
5.75,2.15,2.6448
5.75,2.35,3.3062
5.75,2.55,3.9909
5.75,2.75,4.6157
5.75,2.95,5.1038
5.75,3.15,5.4215
5.75,3.35,5.5887
5.75,3.55,5.6576
5.75,3.75,5.6841
5.75,3.95,5.7099
5.75,4.15,5.7559
5.75,4.35,5.8214
5.75,4.55,5.8827
5.75,4.75,5.8936
5.75,4.95,5.7937
5.75,5.15,5.5307
5.75,5.35,5.091
5.75,5.55,4.5158
5.75,5.75,3.8825
5.75,5.95,3.2673
5.75,6.15,2.7193
5.95,-0.25,0.1328
5.95,-0.05,0.1807
5.95,0.15,0.2413
5.95,0.35,0.3188
5.95,0.55,0.4185
5.95,0.75,0.5478
5.95,0.95,0.7165
5.95,1.15,0.9378
5.95,1.35,1.2289
5.95,1.55,1.6106
5.95,1.75,2.1059
5.95,1.95,2.734
5.95,2.15,3.4987
5.95,2.35,4.3711
5.95,2.55,5.2767
5.95,2.75,6.1061
5.95,2.95,6.757
5.95,3.15,7.1837
5.95,3.35,7.4104
5.95,3.55,7.5042
5.95,3.75,7.5376
5.95,3.95,7.5641
5.95,4.15,7.6101
5.95,4.35,7.6729
5.95,4.55,7.7201
5.95,4.75,7.6909
5.95,4.95,7.5083
5.95,5.15,7.1088
5.95,5.35,6.4829
5.95,5.55,5.6914
5.95,5.75,4.8393
