x1,x2,y
-2.8,-2.5,7.6696
-2.8,-2.4,7.0663
-2.8,-2.3,6.4136
-2.8,-2.2,5.7647
-2.8,-2.1,5.1722
-2.8,-2.0,4.6807
-2.8,-1.9,4.3203
-2.8,-1.8,4.1026
-2.8,-1.7,4.0186
-2.8,-1.6,4.0403
-2.8,-1.5,4.1248
-2.8,-1.4,4.2201
-2.8,-1.3,4.2725
-2.8,-1.2,4.2347
-2.8,-1.1,4.0721
-2.8,-1.0,3.7679
-2.8,-0.9,3.3257
-2.8,-0.8,2.7685
-2.8,-0.7,2.1359
-2.8,-0.6,1.4782
-2.8,-0.5,0.8493
-2.8,-0.4,0.299
-2.8,-0.3,-0.1342
-2.8,-0.2,-0.4284
-2.8,-0.1,-0.5816
-2.8,0.0,-0.6119
-2.8,0.1,-0.5548
-2.8,0.2,-0.4586
-2.8,0.3,-0.3768
-2.8,0.4,-0.3611
-2.8,0.5,-0.4537
-2.8,0.6,-0.6813
-2.8,0.7,-1.0514
-2.8,0.8,-1.5511
-2.8,0.9,-2.1491
-2.8,1.0,-2.8
-2.8,1.1,-3.4509
-2.8,1.2,-4.0489
-2.8,1.3,-4.5486
-2.8,1.4,-4.9187
-2.8,1.5,-5.1463
-2.8,1.6,-5.2389
-2.8,1.7,-5.2232
-2.8,1.8,-5.1414
-2.8,1.9,-5.0452
-2.8,2.0,-4.9881
-2.8,2.1,-5.0184
-2.8,2.2,-5.1716
-2.8,2.3,-5.4658
-2.8,2.4,-5.899
-2.8,2.5,-6.4493
-2.8,2.6,-7.0782
-2.8,2.7,-7.7359
-2.8,2.8,-8.3685
-2.8,2.9,-8.9257
-2.8,3.0,-9.3679
-2.7,-3.0,8.8883
-2.7,-2.9,8.7874
-2.7,-2.8,8.557
-2.7,-2.7,8.1917
-2.7,-2.6,7.7043
-2.7,-2.5,7.1243
-2.7,-2.4,6.4936
-2.7,-2.3,5.8611
-2.7,-2.2,5.2758
-2.7,-2.1,4.7804
-2.7,-2.0,4.4054
-2.7,-1.9,4.1651
-2.7,-1.8,4.0553
-2.7,-1.7,4.0544
-2.7,-1.6,4.126
-2.7,-1.5,4.2239
-2.7,-1.4,4.2982
-2.7,-1.3,4.3024
-2.7,-1.2,4.1994
-2.7,-1.1,3.9665
-2.7,-1.0,3.5987
-2.7,-0.9,3.1093
-2.7,-0.8,2.528
-2.7,-0.7,1.8968
-2.7,-0.6,1.2647
-2.7,-0.5,0.6808
-2.7,-0.4,0.1874
-2.7,-0.3,-0.1852
-2.7,-0.2,-0.4231
-2.7,-0.1,-0.5307
-2.7,0.0,-0.5298
-2.7,0.1,-0.4573
-2.7,0.2,-0.3594
-2.7,0.3,-0.286
-2.7,0.4,-0.2834
-2.7,0.5,-0.3887
-2.7,0.6,-0.6241
-2.7,0.7,-0.9943
-2.7,0.8,-1.4857
-2.7,0.9,-2.0684
-2.7,1.0,-2.7
-2.7,1.1,-3.3316
-2.7,1.2,-3.9143
-2.7,1.3,-4.4057
-2.7,1.4,-4.7759
-2.7,1.5,-5.0113
-2.7,1.6,-5.1166
-2.7,1.7,-5.114
-2.7,1.8,-5.0406
-2.7,1.9,-4.9427
-2.7,2.0,-4.8702
-2.7,2.1,-4.8693
-2.7,2.2,-4.9769
-2.7,2.3,-5.2148
-2.7,2.4,-5.5874
-2.7,2.5,-6.0808
-2.7,2.6,-6.6647
-2.7,2.7,-7.2968
-2.7,2.8,-7.928
-2.7,2.9,-8.5093
-2.7,3.0,-8.9987
-2.6,-3.0,8.7657
-2.6,-2.9,8.5353
-2.6,-2.8,8.1773
-2.6,-2.7,7.7043
-2.6,-2.6,7.1435
-2.6,-2.5,6.5336
-2.6,-2.4,5.9194
-2.6,-2.3,5.3463
-2.6,-2.2,4.8544
-2.6,-2.1,4.4735
-2.6,-2.0,4.2191
-2.6,-1.9,4.0904
-2.6,-1.8,4.0707
-2.6,-1.7,4.129
-2.6,-1.6,4.2247
-2.6,-1.5,4.3121
-2.6,-1.4,4.3467
-2.6,-1.3,4.2906
-2.6,-1.2,4.1178
-2.6,-1.1,3.8171
-2.6,-1.0,3.3937
-2.6,-0.9,2.8685
-2.6,-0.8,2.2755
-2.6,-0.7,1.6575
-2.6,-0.6,1.0604
-2.6,-0.5,0.5272
-2.6,-0.4,0.0932
-2.6,-0.3,-0.2195
-2.6,-0.2,-0.404
-2.6,-0.1,-0.4701
-2.6,0.0,-0.4425
-2.6,0.1,-0.3582
-2.6,0.2,-0.2614
-2.6,0.3,-0.1977
-2.6,0.4,-0.2086
-2.6,0.5,-0.3262
-2.6,0.6,-0.5685
-2.6,0.7,-0.938
-2.6,0.8,-1.4206
-2.6,0.9,-1.9877
-2.6,1.0,-2.6
-2.6,1.1,-3.2123
-2.6,1.2,-3.7794
-2.6,1.3,-4.262
-2.6,1.4,-4.6315
-2.6,1.5,-4.8738
-2.6,1.6,-4.9914
-2.6,1.7,-5.0023
-2.6,1.8,-4.9386
-2.6,1.9,-4.8418
-2.6,2.0,-4.7575
-2.6,2.1,-4.7299
-2.6,2.2,-4.796
-2.6,2.3,-4.9805
-2.6,2.4,-5.2932
-2.6,2.5,-5.7272
-2.6,2.6,-6.2604
-2.6,2.7,-6.8575
-2.6,2.8,-7.4755
-2.6,2.9,-8.0685
-2.6,3.0,-8.5937
-2.5,-3.0,8.4906
-2.5,-2.9,8.1337
-2.5,-2.8,7.6696
-2.5,-2.7,7.1243
-2.5,-2.6,6.5336
-2.5,-2.5,5.9389
-2.5,-2.4,5.3819
-2.5,-2.3,4.8998
-2.5,-2.2,4.5208
-2.5,-2.1,4.2606
-2.5,-2.0,4.1203
-2.5,-1.9,4.0867
-2.5,-1.8,4.1335
-2.5,-1.7,4.2248
-2.5,-1.6,4.3191
-2.5,-1.5,4.3747
-2.5,-1.4,4.3546
-2.5,-1.3,4.2308
-2.5,-1.2,3.9882
-2.5,-1.1,3.6257
-2.5,-1.0,3.157
-2.5,-0.9,2.6086
-2.5,-0.8,2.0168
-2.5,-0.7,1.4229
-2.5,-0.6,0.8687
-2.5,-0.5,0.3911
-2.5,-0.4,0.0175
-2.5,-0.3,-0.2368
-2.5,-0.2,-0.3716
-2.5,-0.1,-0.4006
-2.5,0.0,-0.3508
-2.5,0.1,-0.2584
-2.5,0.2,-0.165
-2.5,0.3,-0.1122
-2.5,0.4,-0.1368
-2.5,0.5,-0.266
-2.5,0.6,-0.5146
-2.5,0.7,-0.8826
-2.5,0.8,-1.3558
-2.5,0.9,-1.9071
-2.5,1.0,-2.5
-2.5,1.1,-3.0929
-2.5,1.2,-3.6442
-2.5,1.3,-4.1174
-2.5,1.4,-4.4854
-2.5,1.5,-4.734
-2.5,1.6,-4.8632
-2.5,1.7,-4.8878
-2.5,1.8,-4.835
-2.5,1.9,-4.7416
-2.5,2.0,-4.6492
-2.5,2.1,-4.5994
-2.5,2.2,-4.6284
-2.5,2.3,-4.7632
-2.5,2.4,-5.0175
-2.5,2.5,-5.3911
-2.5,2.6,-5.8687
-2.5,2.7,-6.4229
-2.5,2.8,-7.0168
-2.5,2.9,-7.6086
-2.5,3.0,-8.157
-2.4,-3.0,8.0592
-2.4,-2.9,7.5993
-2.4,-2.8,7.0663
-2.4,-2.7,6.4936
-2.4,-2.6,5.9194
-2.4,-2.5,5.3819
-2.4,-2.4,4.9151
-2.4,-2.3,4.5451
-2.4,-2.2,4.2867
-2.4,-2.1,4.142
-2.4,-2.0,4.1001
-2.4,-1.9,4.1384
-2.4,-1.8,4.2249
-2.4,-1.7,4.3223
-2.4,-1.6,4.392
-2.4,-1.5,4.3985
-2.4,-1.4,4.3135
-2.4,-1.3,4.1194
-2.4,-1.2,3.8109
-2.4,-1.1,3.3958
-2.4,-1.0,2.8941
-2.4,-0.9,2.3359
-2.4,-0.8,1.7575
-2.4,-0.7,1.1978
-2.4,-0.6,0.6932
-2.4,-0.5,0.2742
-2.4,-0.4,-0.0389
-2.4,-0.3,-0.2376
-2.4,-0.2,-0.3266
-2.4,-0.1,-0.3233
-2.4,0.0,-0.2555
-2.4,0.1,-0.1585
-2.4,0.2,-0.0708
-2.4,0.3,-0.0299
-2.4,0.4,-0.0681
-2.4,0.5,-0.2083
-2.4,0.6,-0.4621
-2.4,0.7,-0.8279
-2.4,0.8,-1.2912
-2.4,0.9,-1.8265
-2.4,1.0,-2.4
-2.4,1.1,-2.9735
-2.4,1.2,-3.5088
-2.4,1.3,-3.9721
-2.4,1.4,-4.3379
-2.4,1.5,-4.5917
-2.4,1.6,-4.7319
-2.4,1.7,-4.7701
-2.4,1.8,-4.7292
-2.4,1.9,-4.6415
-2.4,2.0,-4.5445
-2.4,2.1,-4.4767
-2.4,2.2,-4.4734
-2.4,2.3,-4.5624
-2.4,2.4,-4.7611
-2.4,2.5,-5.0742
-2.4,2.6,-5.4932
-2.4,2.7,-5.9978
-2.4,2.8,-6.5575
-2.4,2.9,-7.1359
-2.4,3.0,-7.6941
-2.3,-3.0,7.4921
-2.3,-2.9,6.969
-2.3,-2.8,6.4136
-2.3,-2.7,5.8611
-2.3,-2.6,5.3463
-2.3,-2.5,4.8998
-2.3,-2.4,4.5451
-2.3,-2.3,4.2956
-2.3,-2.2,4.1534
-2.3,-2.1,4.109
-2.3,-2.0,4.1425
-2.3,-1.9,4.2253
-2.3,-1.8,4.3237
-2.3,-1.7,4.4023
-2.3,-1.6,4.4278
-2.3,-1.5,4.3726
-2.3,-1.4,4.2178
-2.3,-1.3,3.9554
-2.3,-1.2,3.5887
-2.3,-1.1,3.1326
-2.3,-1.0,2.6115
-2.3,-0.9,2.0568
-2.3,-0.8,1.5035
-2.3,-0.7,0.9865
-2.3,-0.6,0.5368
-2.3,-0.5,0.1781
-2.3,-0.4,-0.0757
-2.3,-0.3,-0.2221
-2.3,-0.2,-0.2701
-2.3,-0.1,-0.2392
-2.3,0.0,-0.1577
-2.3,0.1,-0.0592
-2.3,0.2,0.0208
-2.3,0.3,0.049
-2.3,0.4,-0.0026
-2.3,0.5,-0.1531
-2.3,0.6,-0.4113
-2.3,0.7,-0.774
-2.3,0.8,-1.2269
-2.3,0.9,-1.746
-2.3,1.0,-2.3
-2.3,1.1,-2.854
-2.3,1.2,-3.3731
-2.3,1.3,-3.826
-2.3,1.4,-4.1887
-2.3,1.5,-4.4469
-2.3,1.6,-4.5974
-2.3,1.7,-4.649
-2.3,1.8,-4.6208
-2.3,1.9,-4.5408
-2.3,2.0,-4.4423
-2.3,2.1,-4.3608
-2.3,2.2,-4.3299
-2.3,2.3,-4.3779
-2.3,2.4,-4.5243
-2.3,2.5,-4.7781
-2.3,2.6,-5.1368
-2.3,2.7,-5.5865
-2.3,2.8,-6.1035
-2.3,2.9,-6.6568
-2.3,3.0,-7.2115
-2.2,-3.0,6.8315
-2.2,-2.9,6.2937
-2.2,-2.8,5.7647
-2.2,-2.7,5.2758
-2.2,-2.6,4.8544
-2.2,-2.5,4.5208
-2.2,-2.4,4.2867
-2.2,-2.3,4.1534
-2.2,-2.2,4.1121
-2.2,-2.1,4.1448
-2.2,-2.0,4.2257
-2.2,-1.9,4.3243
-2.2,-1.8,4.4082
-2.2,-1.7,4.4467
-2.2,-1.6,4.4134
-2.2,-1.5,4.2894
-2.2,-1.4,4.0649
-2.2,-1.3,3.7405
-2.2,-1.2,3.3266
-2.2,-1.1,2.8431
-2.2,-1.0,2.3165
-2.2,-0.9,1.7782
-2.2,-0.8,1.2604
-2.2,-0.7,0.7932
-2.2,-0.6,0.4019
-2.2,-0.5,0.1038
-2.2,-0.4,-0.0931
-2.2,-0.3,-0.1913
-2.2,-0.2,-0.203
-2.2,-0.1,-0.1494
-2.2,0.0,-0.0584
-2.2,0.1,0.0386
-2.2,0.2,0.1094
-2.2,0.3,0.1243
-2.2,0.4,0.0596
-2.2,0.5,-0.1004
-2.2,0.6,-0.362
-2.2,0.7,-0.7208
-2.2,0.8,-1.1628
-2.2,0.9,-1.6654
-2.2,1.0,-2.2
-2.2,1.1,-2.7346
-2.2,1.2,-3.2372
-2.2,1.3,-3.6792
-2.2,1.4,-4.038
-2.2,1.5,-4.2996
-2.2,1.6,-4.4596
-2.2,1.7,-4.5243
-2.2,1.8,-4.5094
-2.2,1.9,-4.4386
-2.2,2.0,-4.3416
-2.2,2.1,-4.2506
-2.2,2.2,-4.197
-2.2,2.3,-4.2087
-2.2,2.4,-4.3069
-2.2,2.5,-4.5038
-2.2,2.6,-4.8019
-2.2,2.7,-5.1932
-2.2,2.8,-5.6604
-2.2,2.9,-6.1782
-2.2,3.0,-6.7165
-2.1,-3.0,6.1344
-2.1,-2.9,5.6314
-2.1,-2.8,5.1722
-2.1,-2.7,4.7804
-2.1,-2.6,4.4735
-2.1,-2.5,4.2606
-2.1,-2.4,4.142
-2.1,-2.3,4.109
-2.1,-2.2,4.1448
-2.1,-2.1,4.2258
-2.1,-2.0,4.3245
-2.1,-1.9,4.4112
-2.1,-1.8,4.4578
-2.1,-1.7,4.4398
-2.1,-1.6,4.3389
-2.1,-1.5,4.1446
-2.1,-1.4,3.8555
-2.1,-1.3,3.4792
-2.1,-1.2,3.0314
-2.1,-1.1,2.5349
-2.1,-1.0,2.0169
-2.1,-0.9,1.5069
-2.1,-0.8,1.0333
-2.1,-0.7,0.6215
-2.1,-0.6,0.2905
-2.1,-0.5,0.0519
-2.1,-0.4,-0.0915
-2.1,-0.3,-0.1461
-2.1,-0.2,-0.1267
-2.1,-0.1,-0.0552
-2.1,0.0,0.0416
-2.1,0.1,0.1344
-2.1,0.2,0.1944
-2.1,0.3,0.1958
-2.1,0.4,0.1185
-2.1,0.5,-0.0502
-2.1,0.6,-0.3142
-2.1,0.7,-0.6684
-2.1,0.8,-1.099
-2.1,0.9,-1.5849
-2.1,1.0,-2.1
-2.1,1.1,-2.6151
-2.1,1.2,-3.101
-2.1,1.3,-3.5316
-2.1,1.4,-3.8858
-2.1,1.5,-4.1498
-2.1,1.6,-4.3185
-2.1,1.7,-4.3958
-2.1,1.8,-4.3944
-2.1,1.9,-4.3344
-2.1,2.0,-4.2416
-2.1,2.1,-4.1448
-2.1,2.2,-4.0733
-2.1,2.3,-4.0539
-2.1,2.4,-4.1085
-2.1,2.5,-4.2519
-2.1,2.6,-4.4905
-2.1,2.7,-4.8215
-2.1,2.8,-5.2333
-2.1,2.9,-5.7069
-2.1,3.0,-6.2169
-2.0,-3.0,5.4634
-2.0,-2.9,5.038
-2.0,-2.8,4.6807
-2.0,-2.7,4.4054
-2.0,-2.6,4.2191
-2.0,-2.5,4.1203
-2.0,-2.4,4.1001
-2.0,-2.3,4.1425
-2.0,-2.2,4.2257
-2.0,-2.1,4.3245
-2.0,-2.0,4.4121
-2.0,-1.9,4.463
-2.0,-1.8,4.4546
-2.0,-1.7,4.3699
-2.0,-1.6,4.1985
-2.0,-1.5,3.938
-2.0,-1.4,3.5937
-2.0,-1.3,3.1784
-2.0,-1.2,2.7115
-2.0,-1.1,2.2168
-2.0,-1.0,1.7206
-2.0,-0.9,1.2493
-2.0,-0.8,0.8272
-2.0,-0.7,0.4742
-2.0,-0.6,0.2038
-2.0,-0.5,0.0225
-2.0,-0.4,-0.0716
-2.0,-0.3,-0.0878
-2.0,-0.2,-0.0425
-2.0,-0.1,0.0423
-2.0,0.0,0.1411
-2.0,0.1,0.2274
-2.0,0.2,0.2755
-2.0,0.3,0.2632
-2.0,0.4,0.1738
-2.0,0.5,-0.0025
-2.0,0.6,-0.268
-2.0,0.7,-0.6167
-2.0,0.8,-1.0354
-2.0,0.9,-1.5045
-2.0,1.0,-2.0
-2.0,1.1,-2.4955
-2.0,1.2,-2.9646
-2.0,1.3,-3.3833
-2.0,1.4,-3.732
-2.0,1.5,-3.9975
-2.0,1.6,-4.1738
-2.0,1.7,-4.2632
-2.0,1.8,-4.2755
-2.0,1.9,-4.2274
-2.0,2.0,-4.1411
-2.0,2.1,-4.0423
-2.0,2.2,-3.9575
-2.0,2.3,-3.9122
-2.0,2.4,-3.9284
-2.0,2.5,-4.0225
-2.0,2.6,-4.2038
-2.0,2.7,-4.4742
-2.0,2.8,-4.8272
-2.0,2.9,-5.2493
-2.0,3.0,-5.7206
-1.9,-3.0,4.8772
-1.9,-2.9,4.559
-1.9,-2.8,4.3203
-1.9,-2.7,4.1651
-1.9,-2.6,4.0904
-1.9,-2.5,4.0867
-1.9,-2.4,4.1384
-1.9,-2.3,4.2253
-1.9,-2.2,4.3243
-1.9,-2.1,4.4112
-1.9,-2.0,4.463
-1.9,-1.9,4.4594
-1.9,-1.8,4.3848
-1.9,-1.7,4.2297
-1.9,-1.6,3.9911
-1.9,-1.5,3.6731
-1.9,-1.4,3.2863
-1.9,-1.3,2.8472
-1.9,-1.2,2.3767
-1.9,-1.1,1.898
-1.9,-1.0,1.4354
-1.9,-0.9,1.0116
-1.9,-0.8,0.6461
-1.9,-0.7,0.3536
-1.9,-0.6,0.1426
-1.9,-0.5,0.0149
-1.9,-0.4,-0.0346
-1.9,-0.3,-0.0179
-1.9,-0.2,0.048
-1.9,-0.1,0.1416
-1.9,0.0,0.2392
-1.9,0.1,0.3169
-1.9,0.2,0.3522
-1.9,0.3,0.3264
-1.9,0.4,0.2257
-1.9,0.5,0.0427
-1.9,0.6,-0.2232
-1.9,0.7,-0.5657
-1.9,0.8,-0.972
-1.9,0.9,-1.424
-1.9,1.0,-1.9
-1.9,1.1,-2.376
-1.9,1.2,-2.828
-1.9,1.3,-3.2343
-1.9,1.4,-3.5768
-1.9,1.5,-3.8427
-1.9,1.6,-4.0257
-1.9,1.7,-4.1264
-1.9,1.8,-4.1522
-1.9,1.9,-4.1169
-1.9,2.0,-4.0392
-1.9,2.1,-3.9416
-1.9,2.2,-3.848
-1.9,2.3,-3.7821
-1.9,2.4,-3.7654
-1.9,2.5,-3.8149
-1.9,2.6,-3.9426
-1.9,2.7,-4.1536
-1.9,2.8,-4.4461
-1.9,2.9,-4.8116
-1.9,3.0,-5.2354
-1.8,-3.0,4.4208
-1.8,-2.9,4.2229
-1.8,-2.8,4.1026
-1.8,-2.7,4.0553
-1.8,-2.6,4.0707
-1.8,-2.5,4.1335
-1.8,-2.4,4.2249
-1.8,-2.3,4.3237
-1.8,-2.2,4.4082
-1.8,-2.1,4.4578
-1.8,-2.0,4.4546
-1.8,-1.9,4.3848
-1.8,-1.8,4.2399
-1.8,-1.7,4.0171
-1.8,-1.6,3.7197
-1.8,-1.5,3.357
-1.8,-1.4,2.9431
-1.8,-1.3,2.4962
-1.8,-1.2,2.0371
-1.8,-1.1,1.5876
-1.8,-1.0,1.1687
-1.8,-0.9,0.799
-1.8,-0.8,0.4932
-1.8,-0.7,0.2611
-1.8,-0.6,0.1069
-1.8,-0.5,0.0284
-1.8,-0.4,0.0179
-1.8,-0.3,0.062
-1.8,-0.2,0.1433
-1.8,-0.1,0.2416
-1.8,0.0,0.335
-1.8,0.1,0.4023
-1.8,0.2,0.4243
-1.8,0.3,0.3852
-1.8,0.4,0.274
-1.8,0.5,0.0854
-1.8,0.6,-0.1799
-1.8,0.7,-0.5154
-1.8,0.8,-0.9088
-1.8,0.9,-1.3436
-1.8,1.0,-1.8
-1.8,1.1,-2.2564
-1.8,1.2,-2.6912
-1.8,1.3,-3.0846
-1.8,1.4,-3.4201
-1.8,1.5,-3.6854
-1.8,1.6,-3.874
-1.8,1.7,-3.9852
-1.8,1.8,-4.0243
-1.8,1.9,-4.0023
-1.8,2.0,-3.935
-1.8,2.1,-3.8416
-1.8,2.2,-3.7433
-1.8,2.3,-3.662
-1.8,2.4,-3.6179
-1.8,2.5,-3.6284
-1.8,2.6,-3.7069
-1.8,2.7,-3.8611
-1.8,2.8,-4.0932
-1.8,2.9,-4.399
-1.8,3.0,-4.7687
-1.7,-3.0,4.1191
-1.7,-2.9,4.0364
-1.7,-2.8,4.0186
-1.7,-2.7,4.0544
-1.7,-2.6,4.129
-1.7,-2.5,4.2248
-1.7,-2.4,4.3223
-1.7,-2.3,4.4023
-1.7,-2.2,4.4467
-1.7,-2.1,4.4398
-1.7,-2.0,4.3699
-1.7,-1.9,4.2297
-1.7,-1.8,4.0171
-1.7,-1.7,3.7351
-1.7,-1.6,3.3919
-1.7,-1.5,3.0
-1.7,-1.4,2.5755
-1.7,-1.3,2.1369
-1.7,-1.2,1.7035
-1.7,-1.1,1.2945
-1.7,-1.0,0.9272
-1.7,-0.9,0.6159
-1.7,-0.8,0.3709
-1.7,-0.7,0.1975
-1.7,-0.6,0.096
-1.7,-0.5,0.0615
-1.7,-0.4,0.0841
-1.7,-0.3,0.1499
-1.7,-0.2,0.2418
-1.7,-0.1,0.3408
-1.7,0.0,0.4274
-1.7,0.1,0.483
-1.7,0.2,0.4914
-1.7,0.3,0.4395
-1.7,0.4,0.3188
-1.7,0.5,0.1257
-1.7,0.6,-0.138
-1.7,0.7,-0.4657
-1.7,0.8,-0.8459
-1.7,0.9,-1.2633
-1.7,1.0,-1.7
-1.7,1.1,-2.1367
-1.7,1.2,-2.5541
-1.7,1.3,-2.9343
-1.7,1.4,-3.262
-1.7,1.5,-3.5257
-1.7,1.6,-3.7188
-1.7,1.7,-3.8395
-1.7,1.8,-3.8914
-1.7,1.9,-3.883
-1.7,2.0,-3.8274
-1.7,2.1,-3.7408
-1.7,2.2,-3.6418
-1.7,2.3,-3.5499
-1.7,2.4,-3.4841
-1.7,2.5,-3.4615
-1.7,2.6,-3.496
-1.7,2.7,-3.5975
-1.7,2.8,-3.7709
-1.7,2.9,-4.0159
-1.7,3.0,-4.3272
-1.6,-3.0,3.9722
-1.6,-2.9,3.9842
-1.6,-2.8,4.0403
-1.6,-2.7,4.126
-1.6,-2.6,4.2247
-1.6,-2.5,4.3191
-1.6,-2.4,4.392
-1.6,-2.3,4.4278
-1.6,-2.2,4.4134
-1.6,-2.1,4.3389
-1.6,-2.0,4.1985
-1.6,-1.9,3.9911
-1.6,-1.8,3.7197
-1.6,-1.7,3.3919
-1.6,-1.6,3.019
-1.6,-1.5,2.6151
-1.6,-1.4,2.1968
-1.6,-1.3,1.7814
-1.6,-1.2,1.3861
-1.6,-1.1,1.0267
-1.6,-1.0,0.7165
-1.6,-0.9,0.4658
-1.6,-0.8,0.2805
-1.6,-0.7,0.1624
-1.6,-0.6,0.1087
-1.6,-0.5,0.1122
-1.6,-0.4,0.162
-1.6,-0.3,0.2438
-1.6,-0.2,0.3416
-1.6,-0.1,0.4379
-1.6,0.0,0.5155
-1.6,0.1,0.5585
-1.6,0.2,0.5531
-1.6,0.3,0.4891
-1.6,0.4,0.3599
-1.6,0.5,0.1636
-1.6,0.6,-0.0976
-1.6,0.7,-0.4167
-1.6,0.8,-0.7831
-1.6,0.9,-1.1829
-1.6,1.0,-1.6
-1.6,1.1,-2.0171
-1.6,1.2,-2.4169
-1.6,1.3,-2.7833
-1.6,1.4,-3.1024
-1.6,1.5,-3.3636
-1.6,1.6,-3.5599
-1.6,1.7,-3.6891
-1.6,1.8,-3.7531
-1.6,1.9,-3.7585
-1.6,2.0,-3.7155
-1.6,2.1,-3.6379
-1.6,2.2,-3.5416
-1.6,2.3,-3.4438
-1.6,2.4,-3.362
-1.6,2.5,-3.3122
-1.6,2.6,-3.3087
-1.6,2.7,-3.3624
-1.6,2.8,-3.4805
-1.6,2.9,-3.6658
-1.6,3.0,-3.9165
-1.5,-3.0,3.956
-1.5,-2.9,4.0305
-1.5,-2.8,4.1248
-1.5,-2.7,4.2239
-1.5,-2.6,4.3121
-1.5,-2.5,4.3747
-1.5,-2.4,4.3985
-1.5,-2.3,4.3726
-1.5,-2.2,4.2894
-1.5,-2.1,4.1446
-1.5,-2.0,3.938
-1.5,-1.9,3.6731
-1.5,-1.8,3.357
-1.5,-1.7,3.0
-1.5,-1.6,2.6151
-1.5,-1.5,2.2168
-1.5,-1.4,1.8206
-1.5,-1.3,1.4417
-1.5,-1.2,1.0945
-1.5,-1.1,0.7911
-1.5,-1.0,0.5411
-1.5,-0.9,0.3507
-1.5,-0.8,0.2225
-1.5,-0.7,0.155
